"HUB Windows Server 2022 - 20250424","04/24/2025 at 08:49:46 (GMT-0400)"
"GDIT - General Dynamics Information Technology","3150 Fairview Park Drive",,"Falls Church","Virginia","United States of America","22042"
"Bashir Abdul","gdtge3ba1","Reader"
SUMMARY
Policy Title,IPs,Asset Tags,Host Instance,Policy Locking,Policy Last Evaluated,Technologies,Controls,Assets,Control Instances,Passed,Failures,Error,Approved Exceptions,Pending Exceptions,Policy Id
"CHQ-CIS Benchmark for Microsoft Windows Server 2022, v3.0.0, [Automated and Manual, Level 1 - Member Server] v.6.0","N/A","Included(any): CHQ-Hub - Site;
Excluded(any);"," ()","Unlocked","04/22/2025 at 14:28:49 (GMT-0400)","Windows 2022 Server","337","2","674","226 (33.53%)","448 (66.47%)","0","0","0","6224106"
Host Statistics (Percentage of Controls Passed per Host)
IP Address,Tracking Method,DNS Name,Netbios Name,Operating System,Last Scan Date,Percentage,Qualys Host ID,Host ID
"10.212.0.97","AGENT","1431-ntt-mgmt-2","1431-NTT-MGMT-2","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","33.53% (113 of 337)","4f5a71d4-1908-402d-a5e8-d53732b8bc9c","483999542"
"10.212.0.98","AGENT","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","33.53% (113 of 337)","b233036d-92c0-4076-a1db-2fd0e55f74cb","483042163"
ASSET TAGS
"10.212.0.97","Cloud Agent","Windows Server 2022","CHQ Enterprise","CHQ-SVR-Windows","CHQ-Hub - Site"
"10.212.0.98","Cloud Agent","Windows Server 2022","CHQ Enterprise","CHQ-SVR-Windows","CHQ-Hub - Site"
RESULTS
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","11052","Windows 2022 Server","Status of Structured Exception Handling Overwrite Protection (SEHOP) feature in Windows","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3778","Windows 2022 Server","Status of the contents of the 'login banner' (Windows/Unix/Linux)","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9440","Windows 2022 Server","Status of the 'Include command line in process creation events' setting","MEDIUM","2","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","13968","Windows 2022 Server","Status of 'Manage preview builds: Set the behavior of receiving preview builds' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","25340","Windows 2022 Server","Status of the 'Manage processing of Queue-specific files' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","10106","Windows 2022 Server","Status of 'Toggle user control over Insider builds'","MEDIUM","2","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9003","Windows 2022 Server","Status of the 'Lock screen camera' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","11281","Windows 2022 Server","Status of the 'SMB v1' protocol for LanManServer services on Windows","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2195","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Debug Programs' right","URGENT","5","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2343","Windows 2022 Server","Status of the 'Reset Account Lockout Counter After' setting","URGENT","5","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","4139","Windows 2022 Server","Status of the 'Do not use temporary folders per session' Group Policy setting","MEDIUM","2","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9015","Windows 2022 Server","Status of the 'Sign-in last interactive user automatically after a system-initiated restart' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9656","Windows 2022 Server","Status of the 'Configure local setting override for reporting to Microsoft MAPS' setting","MEDIUM","2","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9461","Windows 2022 Server","Status of 'Turn on behavior monitoring' setting","MEDIUM","2","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","11202","Windows 2022 Server","Status of the 'Select when Feature Updates are received - DeferFeatureUpdates' setting","SERIOUS","3","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3924","Windows 2022 Server","Current list of Groups and User accounts granted the 'Access credential Manager as a trusted caller (SeTrustedCredManAccessPrivilege)' right","URGENT","5","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2199","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Deny log on locally' right","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2391","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Allow log on locally (SeInteractiveLogonRight)' right","URGENT","5","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","5265","Windows 2022 Server","Status of the 'Network security: Allow LocalSystem NULL session fallback' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","23129","Windows 2022 Server","Status of the 'Disable OneSettings Downloads' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","12015","Windows 2022 Server","Status of the 'Block all consumer Microsoft account user authentication' (DisableUserAuth) Group Policy setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","22350","Windows 2022 Server","Status of the Disable Script Scanning setting.","MEDIUM","2","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8141","Windows 2022 Server","Status of the Security Options 'Accounts: Block Microsoft accounts' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","10592","Windows 2022 Server","Status of the 'Hardened UNC Paths' setting for Netlogon","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","14883","Windows 2022 Server","Status of Office communication application from creating child processes (26190899-1602-49e8-8b27-eb1d0a1ce869)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","13927","Windows 2022 Server","Status of 'Block JavaScript or VBScript from launching downloaded executable content' ASR rule (D3E037E1-3EB8-44C8-A917-57927947596D)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1372","Windows 2022 Server","Status of the 'Domain member: Digitally sign secure channel data (when possible)' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1188","Windows 2022 Server","Status of the 'System objects: Require case insensitivity for non-Windows subsystems' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8255","Windows 2022 Server","Status of the audit setting 'Removable Storage' (advanced audit setting)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","11193","Windows 2022 Server","Status of the 'Continue experiences on this device' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9305","Windows 2022 Server","Status of the 'Notify antivirus programs when opening attachments' configuration [For Windows user]","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9388","Windows 2022 Server","Status of the 'Turn off picture password sign-in' setting","MINIMAL","1","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1195","Windows 2022 Server","Status of the 'MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from the 'WINS servers' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","10404","Windows 2022 Server","Status of the 'Require user authentication for remote connections by using Network Level Authentication' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9830","Windows 2022 Server","Status of the 'Prevent users from sharing files within their profile' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1366","Windows 2022 Server","Status of the 'Accounts: Limit local account use of blank passwords to console logon only' setting","URGENT","5","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","25348","Windows 2022 Server","Status of the 'Configure RPC connection settings: Protocol to use for outgoing RPC connections' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","25357","Windows 2022 Server","Status of 'Block abuse of exploited vulnerable signed drivers' ASR rule (56a863a9-875e-4185-98a7-b882c64b5ce5)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1373","Windows 2022 Server","Status of the 'Domain member: Disable machine account password changes' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8249","Windows 2022 Server","Status of the 'Allow Basic authentication' setting (WinRM client)","SERIOUS","3","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2398","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Replace a process level token (SeAssignPrimaryTokenPrivilege)' right","URGENT","5","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1377","Windows 2022 Server","Status of the 'Interactive Logon: Require Domain Controller authentication to unlock workstation' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","4473","Windows 2022 Server","Status of the audit setting 'IPsec Driver' (advanced audit setting)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","7805","Windows 2022 Server","Status of Windows 'Automatic Updates' (WSUS) setting ( NoAutoUpdate )","URGENT","5","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2608","Windows 2022 Server","Status of the 'Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2605","Windows 2022 Server","Status of the 'User Account Control: Behavior of the elevation prompt for standard users' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","4497","Windows 2022 Server","Status of the audit setting 'Process Creation' (advanced audit setting)","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","4481","Windows 2022 Server","Status of the audit setting 'Special Logon' (advanced audit setting)","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3899","Windows 2022 Server","Status of the 'Solicited Remote Assistance' policy setting (Terminal Services)","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","10151","Windows 2022 Server","Status of the audit setting 'Audit PNP Activity' (advanced audit setting)","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","23130","Windows 2022 Server","Status of the 'Enable OneSettings Auditing' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2587","Windows 2022 Server","Status of the 'User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1525","Windows 2022 Server","Status of the 'Windows Firewall: Log file path and name (Domain)' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","17242","Windows 2022 Server","Status of the 'Require pin for pairing' Enabled 'First Time OR Always' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8273","Windows 2022 Server","Status of the 'Turn off Data Execution Prevention for Explorer' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3951","Windows 2022 Server","Status of the 'Windows Firewall: Firewall state (Private)' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","26140","Windows 2022 Server","Status of post-authentication actions (PostAuthenticationResetDelay) setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3242","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Create Global Objects' right","URGENT","5","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1524","Windows 2022 Server","Status of the 'Windows Firewall: Log dropped packets (Domain)' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9404","Windows 2022 Server","Status of the 'Prevent the usage of OneDrive for file storage' (Skydrive) group policy setting","MEDIUM","2","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","5264","Windows 2022 Server","Status of the 'Microsoft network server: Server SPN target name validation level' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
